Opportunities.Decision Maker Identified,Opportunities.DaysToClose,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
false,94,(Blank),3000,0.033,Spencer Low,1,
false,94,(Blank),3000,0.013,David So,1,
false,94,(Blank),3000,0.013,Eric Gruber,2,"2,70,72"
false,94,(Blank),3000,0.032,Renee Lo,1,
false,94,(Blank),2750,0.033,Spencer Low,1,
false,94,(Blank),2750,0.012,Greg Winston,1,
false,94,(Blank),2750,0.003,Molly Clark,1,
false,94,(Blank),2875,0.003,Molly Clark,1,
false,94,(Blank),2875,0.003,David So,1,
false,94,(Blank),2875,0.005,Molly Clark,1,
false,94,(Blank),1000,0.033,Alicia Thomber,4,"4,4,8"
false,94,(Blank),1000,0.033,Spencer Low,1,
false,94,(Blank),1000,0.032,Renee Lo,2,"2,72,74"
false,94,(Blank),625,0.033,Alicia Thomber,3,"3,29,32"
false,94,(Blank),625,0.003,Molly Clark,1,
false,94,(Blank),1125,0.033,Alicia Thomber,1,
false,94,(Blank),1125,0.033,Spencer Low,2,"2,74,76"
false,94,(Blank),1125,0.032,Renee Lo,1,
false,94,(Blank),1125,0.005,Anne Weiler,1,
false,94,(Blank),2625,0.033,Alicia Thomber,1,
false,94,(Blank),2625,0.013,David So,1,
false,94,(Blank),2625,0.012,Greg Winston,1,
false,94,(Blank),875,0.033,Alicia Thomber,1,
false,94,(Blank),875,0.003,Molly Clark,3,"3,32,35"
false,94,(Blank),750,0.033,Alicia Thomber,2,"2,76,78"
false,94,(Blank),750,0.032,Renee Lo,1,
false,94,(Blank),250,0.033,Alicia Thomber,3,"3,35,38"
false,94,(Blank),250,0.032,Renee Lo,1,
false,94,(Blank),375,0.033,Alicia Thomber,2,"2,78,80"
false,94,(Blank),375,0.033,Spencer Low,1,
false,94,(Blank),375,0.032,Renee Lo,1,
false,94,(Blank),500,0.033,Alicia Thomber,2,"2,80,82"
false,94,(Blank),500,0.032,Renee Lo,1,
false,94,(Blank),125,0.033,Spencer Low,1,
false,94,(Blank),125,0.032,Renee Lo,2,"2,82,84"
false,94,(Blank),2250,0.003,Molly Clark,1,
false,94,(Blank),5625,0.032,Renee Lo,1,
false,94,(Blank),5000,0.033,Alicia Thomber,1,
false,94,(Blank),5875,0.032,Renee Lo,1,
false,94,Monthly Newsletter,3250,0.038,Alicia Thomber,1,
false,94,Monthly Newsletter,3250,0.018,Eric Gruber,1,
false,94,Monthly Newsletter,3125,0.038,Spencer Low,1,
false,94,Monthly Newsletter,4125,0.038,Alicia Thomber,1,
false,94,Monthly Newsletter,4125,0.037,Renee Lo,1,
false,94,Monthly Newsletter,3875,0.02,Alan Steiner,1,
false,94,Monthly Newsletter,4250,0.038,Spencer Low,1,
false,94,Monthly Newsletter,3750,0.038,Alicia Thomber,1,
false,94,Monthly Newsletter,4750,0.038,Alicia Thomber,1,
false,94,Monthly Newsletter,1250,0.03,Alan Steiner,1,
false,94,Monthly Newsletter,1375,0.027,Greg Winston,1,
false,94,Monthly Newsletter,1375,0.026,Sanjay Shah,1,
false,95,(Blank),1375,0.022,Sanjay Shah,1,"1,0,1"
false,95,(Blank),1625,0.022,Sanjay Shah,1,"1,1,2"
false,95,(Blank),3000,0.003,Molly Clark,1,"1,2,3"
false,95,Monthly Newsletter,1375,0.026,Sanjay Shah,1,"1,3,4"
false,96,(Blank),3250,0.033,David So,1,
false,96,(Blank),3250,0.033,Jeff Hay,1,
false,96,(Blank),3250,0.013,Molly Clark,2,"2,167,169"
false,96,(Blank),3250,0.013,David So,4,"4,65,69"
false,96,(Blank),3250,0.013,Eric Gruber,1,
false,96,(Blank),3250,0.013,Alicia Thomber,1,
false,96,(Blank),3250,0.013,Jeff Hay,1,
false,96,(Blank),3250,0.032,Greg Winston,4,"4,69,73"
false,96,(Blank),3250,0.035,Alan Steiner,2,"2,169,171"
false,96,(Blank),3250,0.015,Anne Weiler,3,"3,113,116"
false,96,(Blank),3250,0.038,David So,2,"2,171,173"
false,96,(Blank),3250,0.04,Anne Weiler,1,
false,96,(Blank),3250,0.002,Renee Lo,1,
false,96,(Blank),3500,0.013,Molly Clark,1,
false,96,(Blank),3500,0.013,David So,3,"3,116,119"
false,96,(Blank),3500,0.013,Alicia Thomber,2,"2,173,175"
false,96,(Blank),3500,0.013,Jeff Hay,1,
false,96,(Blank),3500,0.013,Julian Isla,1,
false,96,(Blank),3500,0.032,Greg Winston,1,
false,96,(Blank),3500,0.035,Alan Steiner,1,
false,96,(Blank),3500,0.012,Greg Winston,1,
false,96,(Blank),3500,0.015,Anne Weiler,4,"4,73,77"
false,96,(Blank),3500,0.038,Eric Gruber,1,
false,96,(Blank),3125,0.033,David So,1,
false,96,(Blank),3125,0.013,Molly Clark,1,
false,96,(Blank),3125,0.013,David So,6,"6,32,38"
false,96,(Blank),3125,0.013,Julian Isla,1,
false,96,(Blank),3125,0.013,Anne Weiler,1,
false,96,(Blank),3125,0.032,Greg Winston,3,"3,119,122"
false,96,(Blank),3125,0.015,Anne Weiler,2,"2,175,177"
false,96,(Blank),3125,0.038,David So,2,"2,177,179"
false,96,(Blank),3375,0.013,David So,4,"4,77,81"
false,96,(Blank),3375,0.013,Alicia Thomber,2,"2,179,181"
false,96,(Blank),3375,0.013,Spencer Low,1,
false,96,(Blank),3375,0.013,Jeff Hay,1,
false,96,(Blank),3375,0.013,Julian Isla,2,"2,181,183"
false,96,(Blank),3375,0.015,Anne Weiler,2,"2,183,185"
false,96,(Blank),3375,0.038,David So,1,
false,96,(Blank),3375,0.04,Anne Weiler,1,
false,96,(Blank),3625,0.033,Eric Gruber,1,
false,96,(Blank),3625,0.013,David So,1,
false,96,(Blank),3625,0.013,Julian Isla,2,"2,185,187"
false,96,(Blank),3625,0.032,Greg Winston,1,
false,96,(Blank),3625,0.015,Anne Weiler,4,"4,81,85"
false,96,(Blank),3625,0.038,David So,2,
false,96,(Blank),4125,0.033,Eric Gruber,2,
false,96,(Blank),4125,0.013,Molly Clark,1,
false,96,(Blank),4125,0.013,David So,3,"3,122,125"
false,96,(Blank),4125,0.013,Eric Gruber,1,
false,96,(Blank),4125,0.032,Greg Winston,5,"5,50,55"
false,96,(Blank),4125,0.035,Alan Steiner,1,
false,96,(Blank),4125,0.012,Greg Winston,1,
false,96,(Blank),4125,0.038,David So,1,
false,96,(Blank),4125,0.037,Anne Weiler,1,
false,96,(Blank),4125,0.037,Greg Winston,1,
false,96,(Blank),3875,0.033,David So,1,
false,96,(Blank),3875,0.033,Eric Gruber,2,
false,96,(Blank),3875,0.013,David So,1,
false,96,(Blank),3875,0.013,Jeff Hay,1,
false,96,(Blank),3875,0.013,Julian Isla,3,"3,125,128"
false,96,(Blank),3875,0.032,Greg Winston,1,
false,96,(Blank),3875,0.012,Anne Weiler,1,
false,96,(Blank),3875,0.015,Anne Weiler,4,"4,85,89"
false,96,(Blank),3875,0.038,Jeff Hay,1,
false,96,(Blank),4250,0.033,Eric Gruber,1,
false,96,(Blank),4250,0.033,Jeff Hay,1,
false,96,(Blank),4250,0.013,David So,2,
false,96,(Blank),4250,0.013,Alicia Thomber,1,
false,96,(Blank),4250,0.013,Spencer Low,1,
false,96,(Blank),4250,0.013,Julian Isla,2,
false,96,(Blank),4250,0.032,Greg Winston,2,
false,96,(Blank),4250,0.032,Sanjay Shah,1,
false,96,(Blank),4250,0.035,Alan Steiner,1,
false,96,(Blank),4250,0.012,Anne Weiler,1,
false,96,(Blank),4250,0.012,Greg Winston,2,
false,96,(Blank),4250,0.015,Anne Weiler,1,
false,96,(Blank),4250,0.04,Anne Weiler,1,
false,96,(Blank),3750,0.033,David So,1,
false,96,(Blank),3750,0.013,Molly Clark,2,
false,96,(Blank),3750,0.013,David So,1,
false,96,(Blank),3750,0.013,Alicia Thomber,1,
false,96,(Blank),3750,0.013,Jeff Hay,2,
false,96,(Blank),3750,0.013,Julian Isla,1,
false,96,(Blank),3750,0.032,Anne Weiler,1,
false,96,(Blank),3750,0.032,Greg Winston,4,"4,89,93"
false,96,(Blank),3750,0.035,Alan Steiner,1,
false,96,(Blank),3750,0.035,Anne Weiler,1,
false,96,(Blank),3750,0.012,Anne Weiler,1,
false,96,(Blank),3750,0.015,Anne Weiler,2,
false,96,(Blank),3750,0.04,Anne Weiler,2,
false,96,(Blank),3750,0.037,Anne Weiler,1,
false,96,(Blank),4000,0.033,Eric Gruber,3,"3,128,131"
false,96,(Blank),4000,0.013,Molly Clark,2,
false,96,(Blank),4000,0.013,David So,2,
false,96,(Blank),4000,0.032,Greg Winston,2,
false,96,(Blank),4000,0.035,Alan Steiner,1,
false,96,(Blank),4000,0.035,Anne Weiler,1,
false,96,(Blank),4000,0.012,Greg Winston,1,
false,96,(Blank),4000,0.015,Anne Weiler,1,
false,96,(Blank),4000,0.04,Anne Weiler,3,"3,131,134"
false,96,(Blank),4500,0.033,David So,1,
false,96,(Blank),4500,0.013,David So,1,
false,96,(Blank),4500,0.013,Alicia Thomber,2,
false,96,(Blank),4500,0.013,Spencer Low,3,"3,134,137"
false,96,(Blank),4500,0.013,Jeff Hay,1,
false,96,(Blank),4500,0.015,Anne Weiler,1,
false,96,(Blank),4500,0.04,Anne Weiler,2,
false,96,(Blank),4625,0.033,Eric Gruber,2,
false,96,(Blank),4625,0.013,Molly Clark,2,
false,96,(Blank),4625,0.013,David So,2,
false,96,(Blank),4625,0.032,Greg Winston,3,"3,137,140"
false,96,(Blank),4625,0.012,Anne Weiler,1,
false,96,(Blank),4625,0.015,Anne Weiler,1,
false,96,(Blank),4625,0.038,David So,1,
false,96,(Blank),4625,0.038,Eric Gruber,1,
false,96,(Blank),4750,0.033,David So,1,
false,96,(Blank),4750,0.013,Alicia Thomber,2,
false,96,(Blank),4750,0.013,Spencer Low,1,
false,96,(Blank),4750,0.032,Greg Winston,3,"3,140,143"
false,96,(Blank),4750,0.035,Anne Weiler,1,
false,96,(Blank),4750,0.012,Greg Winston,1,
false,96,(Blank),4750,0.012,Sanjay Shah,1,
false,96,(Blank),4750,0.015,Anne Weiler,1,
false,96,(Blank),4750,0.038,Jeff Hay,1,
false,96,(Blank),4750,0.04,Anne Weiler,2,
false,96,(Blank),4875,0.033,David So,1,
false,96,(Blank),4875,0.013,Molly Clark,1,
false,96,(Blank),4875,0.013,Alicia Thomber,1,
false,96,(Blank),4875,0.013,Jeff Hay,1,
false,96,(Blank),4875,0.013,Julian Isla,1,
false,96,(Blank),4875,0.013,Anne Weiler,1,
false,96,(Blank),4875,0.012,Greg Winston,1,
false,96,(Blank),4875,0.015,Anne Weiler,1,
false,96,(Blank),4875,0.038,David So,1,
false,96,(Blank),4375,0.033,Eric Gruber,1,
false,96,(Blank),4375,0.013,David So,3,"3,143,146"
false,96,(Blank),4375,0.013,Eric Gruber,1,
false,96,(Blank),4375,0.013,Julian Isla,2,
false,96,(Blank),4375,0.035,Alan Steiner,1,
false,96,(Blank),4375,0.035,Anne Weiler,1,
false,96,(Blank),4375,0.038,David So,2,
false,96,(Blank),1500,0.038,David So,1,
false,96,(Blank),1500,0.04,Anne Weiler,2,
false,96,(Blank),1500,0.023,Molly Clark,8,"8,10,18"
false,96,(Blank),1500,0.023,Eric Gruber,1,
false,96,(Blank),1500,0.022,Greg Winston,3,"3,146,149"
false,96,(Blank),1500,0.022,Renee Lo,1,
false,96,(Blank),1500,0.025,Molly Clark,2,
false,96,(Blank),1500,0.025,Anne Weiler,1,
false,96,(Blank),1250,0.037,Greg Winston,1,
false,96,(Blank),1250,0.023,Molly Clark,10,"10,0,10"
false,96,(Blank),1250,0.023,David So,2,
false,96,(Blank),1250,0.023,Eric Gruber,2,
false,96,(Blank),1250,0.023,Jeff Hay,1,
false,96,(Blank),1250,0.022,Greg Winston,2,
false,96,(Blank),1250,0.025,Alan Steiner,1,
false,96,(Blank),1375,0.038,David So,2,
false,96,(Blank),1375,0.04,Anne Weiler,2,
false,96,(Blank),1375,0.023,Molly Clark,6,"6,38,44"
false,96,(Blank),1375,0.023,David So,1,
false,96,(Blank),1375,0.023,Eric Gruber,5,"5,55,60"
false,96,(Blank),1375,0.023,Alicia Thomber,1,
false,96,(Blank),1375,0.025,Molly Clark,1,
false,96,(Blank),1375,0.025,Alan Steiner,1,
false,96,(Blank),1375,0.025,Anne Weiler,2,
false,96,(Blank),1625,0.038,David So,1,
false,96,(Blank),1625,0.038,Jeff Hay,1,
false,96,(Blank),1625,0.003,Julian Isla,1,
false,96,(Blank),1625,0.04,Anne Weiler,1,
false,96,(Blank),1625,0.023,Molly Clark,6,"6,44,50"
false,96,(Blank),1625,0.023,David So,3,"3,149,152"
false,96,(Blank),1625,0.023,Eric Gruber,1,
false,96,(Blank),1625,0.023,Alicia Thomber,1,
false,96,(Blank),1625,0.023,Alan Steiner,2,
false,96,(Blank),1625,0.022,Greg Winston,1,
false,96,(Blank),1625,0.025,Alan Steiner,3,"3,152,155"
false,96,(Blank),1750,0.038,David So,2,
false,96,(Blank),1750,0.038,Jeff Hay,1,
false,96,(Blank),1750,0.038,Anne Weiler,1,
false,96,(Blank),1750,0.04,Anne Weiler,1,
false,96,(Blank),1750,0.023,Molly Clark,7,"7,18,25"
false,96,(Blank),1750,0.023,Eric Gruber,2,
false,96,(Blank),1750,0.023,Alicia Thomber,1,
false,96,(Blank),1750,0.023,Alan Steiner,1,
false,96,(Blank),1750,0.022,Greg Winston,2,
false,96,(Blank),1750,0.025,Molly Clark,1,
false,96,(Blank),1750,0.025,Alan Steiner,2,
false,96,(Blank),3000,0.013,Molly Clark,1,
false,96,(Blank),3000,0.013,David So,2,
false,96,(Blank),3000,0.013,Spencer Low,1,
false,96,(Blank),3000,0.013,Jeff Hay,1,
false,96,(Blank),3000,0.032,Greg Winston,1,
false,96,(Blank),3000,0.015,Anne Weiler,4,"4,93,97"
false,96,(Blank),3000,0.038,David So,1,
false,96,(Blank),3000,0.038,Eric Gruber,1,
false,96,(Blank),3000,0.038,Jeff Hay,1,
false,96,(Blank),2500,0.013,David So,1,
false,96,(Blank),2500,0.015,Anne Weiler,4,"4,97,101"
false,96,(Blank),2500,0.038,David So,1,
false,96,(Blank),2500,0.038,Eric Gruber,1,
false,96,(Blank),2500,0.038,Jeff Hay,2,
false,96,(Blank),2500,0.003,David So,1,
false,96,(Blank),2500,0.04,Anne Weiler,2,
false,96,(Blank),2750,0.013,David So,2,
false,96,(Blank),2750,0.013,Alicia Thomber,1,
false,96,(Blank),2750,0.013,Julian Isla,1,
false,96,(Blank),2750,0.013,Anne Weiler,1,
false,96,(Blank),2750,0.032,Greg Winston,1,
false,96,(Blank),2750,0.015,Anne Weiler,3,"3,155,158"
false,96,(Blank),2750,0.038,David So,1,
false,96,(Blank),2750,0.003,Julian Isla,1,
false,96,(Blank),2750,0.04,Anne Weiler,1,
false,96,(Blank),2875,0.013,Molly Clark,2,
false,96,(Blank),2875,0.013,David So,1,
false,96,(Blank),2875,0.013,Spencer Low,1,
false,96,(Blank),2875,0.013,Jeff Hay,1,
false,96,(Blank),2875,0.015,Anne Weiler,2,
false,96,(Blank),2875,0.038,Jeff Hay,1,
false,96,(Blank),2875,0.003,David So,1,
false,96,(Blank),2875,0.04,Anne Weiler,2,
false,96,(Blank),1000,0.033,David So,1,
false,96,(Blank),1000,0.038,Anne Weiler,1,
false,96,(Blank),1000,0.002,Renee Lo,1,
false,96,(Blank),625,0.032,Greg Winston,2,
false,96,(Blank),625,0.035,Alan Steiner,1,
false,96,(Blank),625,0.035,Anne Weiler,1,
false,96,(Blank),625,0.038,David So,2,
false,96,(Blank),625,0.038,Eric Gruber,1,
false,96,(Blank),625,0.04,Anne Weiler,1,
false,96,(Blank),1125,0.033,Eric Gruber,1,
false,96,(Blank),1125,0.033,Jeff Hay,1,
false,96,(Blank),1125,0.032,Greg Winston,2,
false,96,(Blank),1125,0.032,Sanjay Shah,1,
false,96,(Blank),1125,0.035,Alan Steiner,2,
false,96,(Blank),1125,0.038,David So,1,
false,96,(Blank),2625,0.013,Molly Clark,1,
false,96,(Blank),2625,0.013,Eric Gruber,1,
false,96,(Blank),2625,0.032,Anne Weiler,1,
false,96,(Blank),2625,0.035,Alan Steiner,1,
false,96,(Blank),2625,0.038,David So,2,
false,96,(Blank),2625,0.038,Eric Gruber,1,
false,96,(Blank),2625,0.04,Anne Weiler,1,
false,96,(Blank),875,0.035,Alan Steiner,1,
false,96,(Blank),750,0.033,Eric Gruber,1,
false,96,(Blank),750,0.032,Greg Winston,2,
false,96,(Blank),750,0.035,Alan Steiner,1,
false,96,(Blank),750,0.038,David So,1,
false,96,(Blank),750,0.003,Alicia Thomber,1,
false,96,(Blank),750,0.04,Anne Weiler,1,
false,96,(Blank),250,0.033,David So,1,
false,96,(Blank),250,0.033,Eric Gruber,2,
false,96,(Blank),250,0.032,Greg Winston,1,
false,96,(Blank),375,0.033,David So,3,"3,158,161"
false,96,(Blank),375,0.033,Eric Gruber,1,
false,96,(Blank),500,0.033,David So,1,
false,96,(Blank),500,0.033,Jeff Hay,1,
false,96,(Blank),500,0.032,Greg Winston,3,"3,161,164"
false,96,(Blank),125,0.033,Eric Gruber,4,"4,101,105"
false,96,(Blank),125,0.032,Sanjay Shah,1,
false,96,(Blank),1875,0.038,David So,1,
false,96,(Blank),1875,0.003,Julian Isla,1,
false,96,(Blank),1875,0.04,Anne Weiler,1,
false,96,(Blank),2375,0.038,David So,2,
false,96,(Blank),2375,0.037,Greg Winston,1,
false,96,(Blank),2125,0.038,David So,1,
false,96,(Blank),2125,0.038,Jeff Hay,2,
false,96,(Blank),2125,0.002,Sanjay Shah,1,
false,96,(Blank),2250,0.038,David So,1,
false,96,(Blank),2250,0.003,Alicia Thomber,2,
false,96,(Blank),2250,0.003,Spencer Low,1,
false,96,(Blank),2250,0.04,Anne Weiler,2,
false,96,(Blank),2250,0.037,Anne Weiler,1,
false,96,(Blank),2250,0.037,Greg Winston,1,
false,96,(Blank),6125,0.038,David So,1,
false,96,(Blank),2000,0.038,David So,1,
false,96,(Blank),2000,0.04,Anne Weiler,2,
false,96,(Blank),5625,0.038,David So,2,
false,96,(Blank),5625,0.04,Anne Weiler,2,
false,96,(Blank),5250,0.033,David So,1,
false,96,(Blank),5250,0.032,Greg Winston,1,
false,96,(Blank),5250,0.038,David So,1,
false,96,(Blank),5375,0.038,Anne Weiler,1,
false,96,(Blank),5375,0.04,Anne Weiler,1,
false,96,(Blank),5750,0.033,David So,1,
false,96,(Blank),5750,0.032,Greg Winston,2,
false,96,(Blank),5750,0.038,David So,1,
false,96,(Blank),5500,0.04,Anne Weiler,1,
false,96,Monthly Newsletter,3500,0.038,Jeff Hay,1,
false,96,Monthly Newsletter,3500,0.037,Greg Winston,1,
false,96,Monthly Newsletter,3500,0.018,Alicia Thomber,1,
false,96,Monthly Newsletter,3375,0.018,Alicia Thomber,1,
false,96,Monthly Newsletter,4125,0.038,David So,1,
false,96,Monthly Newsletter,4125,0.038,Eric Gruber,1,
false,96,Monthly Newsletter,4125,0.02,Anne Weiler,1,
false,96,Monthly Newsletter,3875,0.038,David So,1,
false,96,Monthly Newsletter,3875,0.037,Greg Winston,3,"3,164,167"
false,96,Monthly Newsletter,4250,0.037,Sanjay Shah,1,
false,96,Monthly Newsletter,4250,0.018,Julian Isla,1,
false,96,Monthly Newsletter,3750,0.018,David So,1,
false,96,Monthly Newsletter,4500,0.038,David So,1,
false,96,Monthly Newsletter,4500,0.018,Eric Gruber,1,
false,96,Monthly Newsletter,1500,0.028,Molly Clark,7,"7,25,32"
false,96,Monthly Newsletter,1500,0.027,Greg Winston,1,
false,96,Monthly Newsletter,1500,0.03,Molly Clark,1,
false,96,Monthly Newsletter,1500,0.03,Anne Weiler,1,
false,96,Monthly Newsletter,1250,0.028,Molly Clark,5,"5,60,65"
false,96,Monthly Newsletter,1250,0.028,David So,2,
false,96,Monthly Newsletter,1250,0.028,Eric Gruber,1,
false,96,Monthly Newsletter,1250,0.027,Greg Winston,1,
false,96,Monthly Newsletter,1250,0.03,Anne Weiler,1,
false,96,Monthly Newsletter,1375,0.028,Molly Clark,4,"4,105,109"
false,96,Monthly Newsletter,1375,0.028,Alan Steiner,1,
false,96,Monthly Newsletter,1375,0.027,Greg Winston,1,
false,96,Monthly Newsletter,1375,0.03,Alan Steiner,1,
false,96,Monthly Newsletter,1625,0.028,Molly Clark,1,
false,96,Monthly Newsletter,1750,0.028,Molly Clark,4,"4,109,113"
false,96,Monthly Newsletter,1750,0.028,David So,1,
false,96,Monthly Newsletter,1750,0.028,Eric Gruber,1,
false,96,Monthly Newsletter,1750,0.028,Alicia Thomber,1,
false,96,Monthly Newsletter,1750,0.027,Renee Lo,1,
false,97,(Blank),3250,0.038,Jeff Hay,1,"1,10,11"
false,97,(Blank),3500,0.038,David So,1,"1,11,12"
false,97,(Blank),3500,0.038,Jeff Hay,1,"1,12,13"
false,97,(Blank),3125,0.038,David So,1,"1,13,14"
false,97,(Blank),3625,0.038,David So,1,"1,14,15"
false,97,(Blank),4000,0.036,Anne Weiler,1,"1,15,16"
false,97,(Blank),4875,0.038,David So,1,"1,16,17"
false,97,(Blank),4375,0.038,David So,1,"1,17,18"
false,97,(Blank),1500,0.038,David So,2,"2,0,2"
false,97,(Blank),1250,0.038,David So,1,"1,18,19"
false,97,(Blank),1250,0.023,Molly Clark,1,"1,19,20"
false,97,(Blank),1375,0.038,David So,1,"1,20,21"
false,97,(Blank),1375,0.038,Jeff Hay,1,"1,21,22"
false,97,(Blank),1625,0.038,Jeff Hay,1,"1,22,23"
false,97,(Blank),1625,0.023,Molly Clark,2,"2,2,4"
false,97,(Blank),2500,0.038,David So,1,"1,23,24"
false,97,(Blank),2625,0.038,David So,1,"1,24,25"
false,97,(Blank),2625,0.038,Jeff Hay,1,"1,25,26"
false,97,(Blank),750,0.038,David So,1,"1,26,27"
false,97,(Blank),1875,0.038,Jeff Hay,1,"1,27,28"
false,97,(Blank),1875,0.04,Anne Weiler,1,"1,28,29"
false,97,(Blank),2375,0.036,Anne Weiler,1,"1,29,30"
false,97,(Blank),2125,0.038,David So,2,"2,4,6"
false,97,(Blank),2125,0.04,Anne Weiler,1,"1,30,31"
false,97,(Blank),2250,0.038,David So,2,"2,6,8"
false,97,(Blank),6125,0.038,David So,1,"1,31,32"
false,97,(Blank),2000,0.038,David So,2,"2,8,10"
false,97,(Blank),2000,0.036,Anne Weiler,1,"1,32,33"
false,97,(Blank),5625,0.038,David So,1,"1,33,34"
false,97,(Blank),5250,0.038,David So,1,"1,34,35"
false,97,(Blank),5375,0.038,Jeff Hay,1,"1,35,36"
false,97,Monthly Newsletter,1375,0.028,Molly Clark,1,"1,36,37"
false,97,Monthly Newsletter,1750,0.028,Molly Clark,1,"1,37,38"
false,98,(Blank),3250,0.033,David So,7,"7,150,157"
false,98,(Blank),3250,0.033,Eric Gruber,3,
false,98,(Blank),3250,0.033,Jeff Hay,4,"4,306,310"
false,98,(Blank),3250,0.013,Alicia Thomber,1,
false,98,(Blank),3250,0.013,Jeff Hay,1,
false,98,(Blank),3250,0.032,Anne Weiler,2,
false,98,(Blank),3250,0.032,Greg Winston,1,
false,98,(Blank),3250,0.035,Anne Weiler,7,"7,157,164"
false,98,(Blank),3250,0.003,Spencer Low,2,
false,98,(Blank),3500,0.033,David So,5,"5,256,261"
false,98,(Blank),3500,0.033,Jeff Hay,4,"4,310,314"
false,98,(Blank),3500,0.013,David So,1,
false,98,(Blank),3500,0.013,Alicia Thomber,2,
false,98,(Blank),3500,0.013,Jeff Hay,1,
false,98,(Blank),3500,0.013,Julian Isla,1,
false,98,(Blank),3500,0.032,Anne Weiler,1,
false,98,(Blank),3500,0.032,Greg Winston,2,
false,98,(Blank),3500,0.035,Alan Steiner,1,
false,98,(Blank),3500,0.035,Anne Weiler,5,"5,261,266"
false,98,(Blank),3500,0.031,Anne Weiler,1,
false,98,(Blank),3500,0.036,Sanjay Shah,1,
false,98,(Blank),3125,0.033,David So,9,"9,64,73"
false,98,(Blank),3125,0.033,Eric Gruber,1,
false,98,(Blank),3125,0.033,Jeff Hay,5,"5,266,271"
false,98,(Blank),3125,0.013,David So,2,
false,98,(Blank),3125,0.013,Alicia Thomber,4,"4,314,318"
false,98,(Blank),3125,0.013,Jeff Hay,1,
false,98,(Blank),3125,0.032,Anne Weiler,2,
false,98,(Blank),3125,0.032,Greg Winston,1,
false,98,(Blank),3125,0.032,Sanjay Shah,1,
false,98,(Blank),3125,0.035,Anne Weiler,10,"10,24,34"
false,98,(Blank),3125,0.003,Molly Clark,1,
false,98,(Blank),3375,0.033,David So,5,"5,271,276"
false,98,(Blank),3375,0.033,Eric Gruber,1,
false,98,(Blank),3375,0.013,Molly Clark,1,
false,98,(Blank),3375,0.032,Greg Winston,1,
false,98,(Blank),3375,0.035,Anne Weiler,9,"9,73,82"
false,98,(Blank),3375,0.012,Anne Weiler,1,
false,98,(Blank),3375,0.011,Anne Weiler,1,
false,98,(Blank),3375,0.037,Sanjay Shah,1,
false,98,(Blank),3625,0.033,David So,10,"10,34,44"
false,98,(Blank),3625,0.033,Jeff Hay,1,
false,98,(Blank),3625,0.013,Molly Clark,1,
false,98,(Blank),3625,0.013,David So,1,
false,98,(Blank),3625,0.013,Alicia Thomber,3,
false,98,(Blank),3625,0.013,Julian Isla,1,
false,98,(Blank),3625,0.035,Anne Weiler,6,"6,220,226"
false,98,(Blank),3625,0.038,Alan Steiner,1,
false,98,(Blank),4125,0.033,David So,7,"7,164,171"
false,98,(Blank),4125,0.033,Eric Gruber,3,
false,98,(Blank),4125,0.033,Jeff Hay,1,
false,98,(Blank),4125,0.013,Molly Clark,1,
false,98,(Blank),4125,0.013,Spencer Low,1,
false,98,(Blank),4125,0.013,Jeff Hay,1,
false,98,(Blank),4125,0.013,Julian Isla,1,
false,98,(Blank),4125,0.032,Anne Weiler,1,
false,98,(Blank),4125,0.035,Anne Weiler,11,"11,13,24"
false,98,(Blank),3875,0.033,David So,8,"8,118,126"
false,98,(Blank),3875,0.033,Jeff Hay,2,
false,98,(Blank),3875,0.013,Molly Clark,4,"4,318,322"
false,98,(Blank),3875,0.013,Alicia Thomber,1,
false,98,(Blank),3875,0.013,Jeff Hay,1,
false,98,(Blank),3875,0.013,Julian Isla,1,
false,98,(Blank),3875,0.032,Greg Winston,1,
false,98,(Blank),3875,0.035,Alan Steiner,1,
false,98,(Blank),3875,0.035,Anne Weiler,8,"8,126,134"
false,98,(Blank),3875,0.015,Anne Weiler,1,
false,98,(Blank),3875,0.011,Anne Weiler,1,
false,98,(Blank),4250,0.033,David So,6,"6,226,232"
false,98,(Blank),4250,0.033,Eric Gruber,1,
false,98,(Blank),4250,0.033,Jeff Hay,2,
false,98,(Blank),4250,0.013,Molly Clark,1,
false,98,(Blank),4250,0.013,David So,2,
false,98,(Blank),4250,0.013,Alicia Thomber,1,
false,98,(Blank),4250,0.013,Jeff Hay,1,
false,98,(Blank),4250,0.032,Anne Weiler,2,
false,98,(Blank),4250,0.032,Greg Winston,1,
false,98,(Blank),4250,0.035,Anne Weiler,7,"7,171,178"
false,98,(Blank),3750,0.033,David So,2,
false,98,(Blank),3750,0.033,Jeff Hay,3,
false,98,(Blank),3750,0.013,David So,1,
false,98,(Blank),3750,0.013,Alicia Thomber,1,
false,98,(Blank),3750,0.032,Greg Winston,1,
false,98,(Blank),3750,0.035,Anne Weiler,6,"6,232,238"
false,98,(Blank),3750,0.031,Anne Weiler,1,
false,98,(Blank),4000,0.033,David So,9,"9,82,91"
false,98,(Blank),4000,0.033,Eric Gruber,1,
false,98,(Blank),4000,0.033,Jeff Hay,7,"7,178,185"
false,98,(Blank),4000,0.013,Molly Clark,1,
false,98,(Blank),4000,0.013,Alicia Thomber,2,
