Opportunities.Value,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
"$1,700",(Blank),"$2,125",3.7%,Renee Lo,2,NaN
"$1,700",(Blank),"$2,125",3.8%,David So,6,NaN
"$1,700",(Blank),"$2,125",3.8%,Eric Gruber,3,NaN
"$1,700",(Blank),"$2,125",3.8%,Jeff Hay,3,NaN
"$1,700",(Blank),"$2,125",3.8%,Julian Isla,6,NaN
"$1,700",(Blank),"$2,125",3.8%,Molly Clark,8,NaN
"$1,700",(Blank),"$2,125",3.8%,Spencer Low,1,NaN
"$1,700",(Blank),"$2,125",4.0%,Anne Weiler,1,NaN
"$1,700",(Blank),"$2,125",4.0%,Alan Steiner,1,NaN
"$1,700",(Blank),"$2,125",3.6%,Anne Weiler,1,NaN
"$1,700",(Blank),"$2,125",3.6%,Sanjay Shah,1,NaN
"$1,700",(Blank),"$2,125",6.1%,Anne Weiler,1,NaN
"$1,700",(Blank),"$2,125",6.2%,Anne Weiler,1,NaN
"$1,700",(Blank),"$2,125",6.2%,Sanjay Shah,2,NaN
"$1,700",(Blank),"$2,125",6.2%,Greg Winston,5,NaN
"$1,700",(Blank),"$2,125",6.3%,Alan Steiner,1,NaN
"$1,700",(Blank),"$2,125",6.3%,Alicia Thomber,2,NaN
"$1,700",(Blank),"$2,125",6.3%,David So,4,NaN
"$1,700",(Blank),"$2,125",6.3%,Eric Gruber,3,NaN
"$1,700",(Blank),"$2,125",6.3%,Jeff Hay,3,NaN
"$1,700",(Blank),"$2,125",6.3%,Julian Isla,1,NaN
"$1,700",(Blank),"$2,125",6.3%,Molly Clark,10,NaN
"$1,700",(Blank),"$2,125",6.3%,Spencer Low,1,NaN
"$1,700",(Blank),"$2,125",6.5%,Anne Weiler,1,NaN
"$1,700",(Blank),"$2,125",6.5%,Renee Lo,1,NaN
"$1,700",(Blank),"$2,125",6.5%,Alan Steiner,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.5%,Anne Weiler,2,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.3%,Alan Steiner,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.3%,Alicia Thomber,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.3%,David So,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.3%,Molly Clark,3,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.2%,Anne Weiler,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.2%,Greg Winston,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",5.2%,Renee Lo,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",7.7%,Sanjay Shah,1,NaN
"$1,700",Consumer Tradeshow,"$2,125",7.8%,David So,2,NaN
"$1,700",Consumer Tradeshow,"$2,125",7.8%,Spencer Low,1,NaN
"$1,700",Customer Care Campaign,"$2,125",2.7%,Greg Winston,1,NaN
"$1,800",(Blank),"$2,250",0.2%,Anne Weiler,1,NaN
"$1,800",(Blank),"$2,250",0.2%,Greg Winston,2,NaN
"$1,800",(Blank),"$2,250",0.2%,Renee Lo,1,NaN
"$1,800",(Blank),"$2,250",0.3%,Alicia Thomber,5,NaN
"$1,800",(Blank),"$2,250",0.3%,David So,6,NaN
"$1,800",(Blank),"$2,250",0.3%,Eric Gruber,2,NaN
"$1,800",(Blank),"$2,250",0.3%,Jeff Hay,2,NaN
"$1,800",(Blank),"$2,250",0.3%,Julian Isla,2,NaN
"$1,800",(Blank),"$2,250",0.3%,Molly Clark,7,NaN
"$1,800",(Blank),"$2,250",0.3%,Spencer Low,3,NaN
"$1,800",(Blank),"$2,250",0.5%,Anne Weiler,2,NaN
"$1,800",(Blank),"$2,250",0.5%,Alan Steiner,1,NaN
"$1,800",(Blank),"$2,250",3.7%,Anne Weiler,1,NaN
"$1,800",(Blank),"$2,250",3.7%,Greg Winston,5,NaN
"$1,800",(Blank),"$2,250",3.7%,Renee Lo,2,NaN
"$1,800",(Blank),"$2,250",3.8%,Alan Steiner,1,NaN
"$1,800",(Blank),"$2,250",3.8%,Alicia Thomber,6,NaN
"$1,800",(Blank),"$2,250",3.8%,David So,6,NaN
"$1,800",(Blank),"$2,250",3.8%,Eric Gruber,4,NaN
"$1,800",(Blank),"$2,250",3.8%,Jeff Hay,1,NaN
"$1,800",(Blank),"$2,250",3.8%,Molly Clark,8,NaN
"$1,800",(Blank),"$2,250",3.8%,Spencer Low,5,NaN
"$1,800",(Blank),"$2,250",4.0%,Anne Weiler,3,NaN
"$1,800",(Blank),"$2,250",4.0%,Alan Steiner,1,NaN
"$1,800",(Blank),"$2,250",3.6%,Anne Weiler,1,NaN
"$1,800",(Blank),"$2,250",3.6%,Sanjay Shah,1,NaN
"$1,800",(Blank),"$2,250",6.1%,Sanjay Shah,1,NaN
"$1,800",(Blank),"$2,250",6.2%,Anne Weiler,2,NaN
"$1,800",(Blank),"$2,250",6.2%,Greg Winston,3,NaN
"$1,800",(Blank),"$2,250",6.2%,Renee Lo,1,NaN
"$1,800",(Blank),"$2,250",6.3%,Alicia Thomber,3,NaN
"$1,800",(Blank),"$2,250",6.3%,David So,3,NaN
"$1,800",(Blank),"$2,250",6.3%,Eric Gruber,3,NaN
"$1,800",(Blank),"$2,250",6.3%,Jeff Hay,1,NaN
"$1,800",(Blank),"$2,250",6.3%,Julian Isla,3,NaN
"$1,800",(Blank),"$2,250",6.3%,Molly Clark,4,NaN
"$1,800",(Blank),"$2,250",6.5%,Anne Weiler,1,NaN
"$1,800",(Blank),"$2,250",6.5%,Alan Steiner,3,NaN
"$1,800",(Blank),"$2,250",6.5%,Molly Clark,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.5%,Anne Weiler,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.3%,Alicia Thomber,2,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.3%,David So,2,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.3%,Eric Gruber,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.3%,Jeff Hay,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",5.3%,Molly Clark,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",7.8%,Alan Steiner,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",7.8%,Alicia Thomber,1,NaN
"$1,800",Consumer Tradeshow,"$2,250",7.8%,Eric Gruber,1,NaN
"$1,800",Customer Care Campaign,"$2,250",6.2%,Greg Winston,1,NaN
"$1,800",Customer Care Campaign,"$2,250",6.2%,Renee Lo,1,NaN
"$1,800",Customer Care Campaign,"$2,250",6.5%,Anne Weiler,1,NaN
"$1,800",Customer Care Campaign,"$2,250",2.8%,Spencer Low,1,NaN
"$1,800",Customer Care Campaign,"$2,250",3.0%,Alan Steiner,1,NaN
"$1,800",Customer Care Campaign,"$2,250",8.7%,Anne Weiler,1,NaN
"$1,800",Customer Care Campaign,"$2,250",8.8%,Alicia Thomber,1,NaN
"$1,800",Customer Care Campaign,"$2,250",8.8%,Molly Clark,1,NaN
"$1,800",Customer Care Campaign,"$2,250",8.8%,Spencer Low,1,NaN
"$1,900",(Blank),"$2,375",0.2%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",0.2%,Greg Winston,6,NaN
"$1,900",(Blank),"$2,375",0.2%,Renee Lo,2,NaN
"$1,900",(Blank),"$2,375",0.3%,Alan Steiner,2,NaN
"$1,900",(Blank),"$2,375",0.3%,Alicia Thomber,2,NaN
"$1,900",(Blank),"$2,375",0.3%,David So,4,NaN
"$1,900",(Blank),"$2,375",0.3%,Eric Gruber,2,NaN
"$1,900",(Blank),"$2,375",0.3%,Julian Isla,1,NaN
"$1,900",(Blank),"$2,375",0.3%,Molly Clark,5,NaN
"$1,900",(Blank),"$2,375",0.5%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",0.5%,Alan Steiner,3,NaN
"$1,900",(Blank),"$2,375",3.7%,Sanjay Shah,1,NaN
"$1,900",(Blank),"$2,375",3.7%,Greg Winston,5,NaN
"$1,900",(Blank),"$2,375",3.8%,Alicia Thomber,5,NaN
"$1,900",(Blank),"$2,375",3.8%,David So,5,NaN
"$1,900",(Blank),"$2,375",3.8%,Eric Gruber,5,NaN
"$1,900",(Blank),"$2,375",3.8%,Jeff Hay,1,NaN
"$1,900",(Blank),"$2,375",3.8%,Julian Isla,3,NaN
"$1,900",(Blank),"$2,375",3.8%,Molly Clark,6,NaN
"$1,900",(Blank),"$2,375",3.8%,Spencer Low,1,NaN
"$1,900",(Blank),"$2,375",4.0%,Anne Weiler,3,NaN
"$1,900",(Blank),"$2,375",4.0%,Renee Lo,1,NaN
"$1,900",(Blank),"$2,375",4.0%,Alan Steiner,2,NaN
"$1,900",(Blank),"$2,375",0.1%,Sanjay Shah,1,NaN
"$1,900",(Blank),"$2,375",3.6%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",6.1%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",6.2%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",6.2%,Greg Winston,6,NaN
"$1,900",(Blank),"$2,375",6.2%,Renee Lo,1,NaN
"$1,900",(Blank),"$2,375",6.3%,Alan Steiner,2,NaN
"$1,900",(Blank),"$2,375",6.3%,Alicia Thomber,2,NaN
"$1,900",(Blank),"$2,375",6.3%,David So,5,NaN
"$1,900",(Blank),"$2,375",6.3%,Eric Gruber,6,NaN
"$1,900",(Blank),"$2,375",6.3%,Jeff Hay,2,NaN
"$1,900",(Blank),"$2,375",6.3%,Julian Isla,3,NaN
"$1,900",(Blank),"$2,375",6.3%,Molly Clark,8,NaN
"$1,900",(Blank),"$2,375",6.3%,Spencer Low,4,NaN
"$1,900",(Blank),"$2,375",6.5%,Anne Weiler,1,NaN
"$1,900",(Blank),"$2,375",6.5%,Alan Steiner,1,NaN
"$1,900",(Blank),"$2,375",6.5%,Molly Clark,1,NaN
"$1,900",Consumer Tradeshow,"$2,375",5.5%,Alan Steiner,2,NaN
"$1,900",Consumer Tradeshow,"$2,375",5.3%,Alan Steiner,1,NaN
"$1,900",Consumer Tradeshow,"$2,375",5.3%,Molly Clark,1,NaN
"$1,900",Consumer Tradeshow,"$2,375",8.0%,Alan Steiner,2,NaN
"$1,900",Consumer Tradeshow,"$2,375",7.8%,Alan Steiner,1,NaN
"$1,900",Consumer Tradeshow,"$2,375",7.8%,Eric Gruber,1,NaN
"$1,900",Consumer Tradeshow,"$2,375",7.8%,Molly Clark,2,NaN
"$1,900",Customer Care Campaign,"$2,375",6.2%,Greg Winston,2,NaN
"$1,900",Customer Care Campaign,"$2,375",6.3%,David So,1,NaN
"$1,900",Customer Care Campaign,"$2,375",6.3%,Molly Clark,1,NaN
"$1,900",Customer Care Campaign,"$2,375",6.5%,Anne Weiler,1,NaN
"$1,900",Customer Care Campaign,"$2,375",2.8%,Alan Steiner,1,NaN
"$1,900",Customer Care Campaign,"$2,375",2.8%,David So,1,NaN
"$1,900",Customer Care Campaign,"$2,375",2.8%,Jeff Hay,1,NaN
"$1,900",Customer Care Campaign,"$2,375",2.8%,Julian Isla,1,NaN
"$1,900",Customer Care Campaign,"$2,375",3.0%,Anne Weiler,1,NaN
"$1,900",Customer Care Campaign,"$2,375",3.0%,Alan Steiner,1,NaN
"$2,000",(Blank),"$2,500",3.1%,Sanjay Shah,1,NaN
"$2,000",(Blank),"$2,500",3.2%,Anne Weiler,1,NaN
"$2,000",(Blank),"$2,500",3.2%,Sanjay Shah,1,NaN
"$2,000",(Blank),"$2,500",3.2%,Greg Winston,7,NaN
"$2,000",(Blank),"$2,500",3.2%,Renee Lo,1,NaN
"$2,000",(Blank),"$2,500",3.3%,Alan Steiner,2,NaN
"$2,000",(Blank),"$2,500",3.3%,Alicia Thomber,5,NaN
"$2,000",(Blank),"$2,500",3.3%,David So,5,NaN
"$2,000",(Blank),"$2,500",3.3%,Eric Gruber,5,NaN
"$2,000",(Blank),"$2,500",3.3%,Jeff Hay,1,NaN
"$2,000",(Blank),"$2,500",3.3%,Julian Isla,2,NaN
"$2,000",(Blank),"$2,500",3.3%,Molly Clark,4,NaN
"$2,000",(Blank),"$2,500",3.3%,Spencer Low,2,NaN
"$2,000",(Blank),"$2,500",3.5%,Anne Weiler,1,NaN
"$2,000",(Blank),"$2,500",3.5%,Renee Lo,1,NaN
"$2,000",(Blank),"$2,500",3.5%,Alan Steiner,3,NaN
"$2,000",(Blank),"$2,500",0.2%,Greg Winston,9,NaN
"$2,000",(Blank),"$2,500",0.3%,Alan Steiner,2,NaN
"$2,000",(Blank),"$2,500",0.3%,Alicia Thomber,1,NaN
"$2,000",(Blank),"$2,500",0.3%,David So,6,NaN
"$2,000",(Blank),"$2,500",0.3%,Eric Gruber,6,NaN
"$2,000",(Blank),"$2,500",0.3%,Jeff Hay,1,NaN
"$2,000",(Blank),"$2,500",0.3%,Julian Isla,3,NaN
"$2,000",(Blank),"$2,500",0.3%,Molly Clark,5,NaN
"$2,000",(Blank),"$2,500",0.3%,Spencer Low,3,NaN
"$2,000",(Blank),"$2,500",0.5%,Anne Weiler,2,NaN
"$2,000",(Blank),"$2,500",0.5%,Alan Steiner,2,NaN
"$2,000",(Blank),"$2,500",3.7%,Greg Winston,3,NaN
"$2,000",(Blank),"$2,500",3.8%,Alan Steiner,3,NaN
"$2,000",(Blank),"$2,500",3.8%,Alicia Thomber,6,NaN
"$2,000",(Blank),"$2,500",3.8%,David So,6,NaN
"$2,000",(Blank),"$2,500",3.8%,Eric Gruber,7,NaN
"$2,000",(Blank),"$2,500",3.8%,Jeff Hay,2,NaN
"$2,000",(Blank),"$2,500",3.8%,Julian Isla,2,NaN
"$2,000",(Blank),"$2,500",3.8%,Molly Clark,8,NaN
"$2,000",(Blank),"$2,500",3.8%,Spencer Low,7,NaN
"$2,000",(Blank),"$2,500",4.0%,Anne Weiler,3,NaN
"$2,000",(Blank),"$2,500",4.0%,Renee Lo,1,NaN
"$2,000",(Blank),"$2,500",4.0%,Alan Steiner,5,NaN
"$2,000",(Blank),"$2,500",4.0%,Molly Clark,1,NaN
"$2,000",(Blank),"$2,500",6.2%,Anne Weiler,1,NaN
"$2,000",(Blank),"$2,500",6.2%,Sanjay Shah,1,NaN
"$2,000",(Blank),"$2,500",6.2%,Greg Winston,1,NaN
"$2,000",(Blank),"$2,500",6.2%,Renee Lo,2,NaN
"$2,000",(Blank),"$2,500",6.3%,Alan Steiner,1,NaN
"$2,000",(Blank),"$2,500",6.3%,Alicia Thomber,6,NaN
"$2,000",(Blank),"$2,500",6.3%,David So,4,NaN
"$2,000",(Blank),"$2,500",6.3%,Eric Gruber,5,NaN
"$2,000",(Blank),"$2,500",6.3%,Jeff Hay,2,NaN
"$2,000",(Blank),"$2,500",6.3%,Julian Isla,1,NaN
"$2,000",(Blank),"$2,500",6.3%,Molly Clark,8,NaN
"$2,000",(Blank),"$2,500",6.3%,Spencer Low,2,NaN
"$2,000",(Blank),"$2,500",6.5%,Anne Weiler,3,NaN
"$2,000",(Blank),"$2,500",6.5%,Renee Lo,1,NaN
"$2,000",(Blank),"$2,500",6.5%,Alan Steiner,1,NaN
"$2,000",(Blank),"$2,500",6.5%,Molly Clark,1,NaN
"$2,000",(Blank),"$2,500",1.1%,Sanjay Shah,1,NaN
"$2,000",(Blank),"$2,500",1.2%,Anne Weiler,3,NaN
"$2,000",(Blank),"$2,500",1.2%,Sanjay Shah,3,NaN
"$2,000",(Blank),"$2,500",1.2%,Greg Winston,5,NaN
"$2,000",(Blank),"$2,500",1.2%,Renee Lo,3,NaN
"$2,000",(Blank),"$2,500",1.3%,Alan Steiner,3,NaN
"$2,000",(Blank),"$2,500",1.3%,Alicia Thomber,12,NaN
"$2,000",(Blank),"$2,500",1.3%,David So,10,NaN
"$2,000",(Blank),"$2,500",1.3%,Eric Gruber,10,NaN
"$2,000",(Blank),"$2,500",1.3%,Jeff Hay,5,NaN
"$2,000",(Blank),"$2,500",1.3%,Julian Isla,3,NaN
"$2,000",(Blank),"$2,500",1.3%,Molly Clark,15,NaN
"$2,000",(Blank),"$2,500",1.3%,Spencer Low,5,NaN
"$2,000",(Blank),"$2,500",1.5%,Anne Weiler,9,NaN
"$2,000",(Blank),"$2,500",1.5%,Renee Lo,5,NaN
"$2,000",(Blank),"$2,500",1.5%,Alan Steiner,4,NaN
"$2,000",Consumer Tradeshow,"$2,500",5.3%,Alan Steiner,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",5.3%,Eric Gruber,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",5.3%,Julian Isla,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",5.2%,Sanjay Shah,2,NaN
"$2,000",Consumer Tradeshow,"$2,500",7.7%,Greg Winston,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",7.8%,Alicia Thomber,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",7.8%,David So,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",4.6%,Anne Weiler,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",4.8%,Alicia Thomber,1,NaN
"$2,000",Consumer Tradeshow,"$2,500",4.8%,Spencer Low,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.7%,Anne Weiler,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.7%,Sanjay Shah,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.7%,Greg Winston,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.7%,Renee Lo,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Alan Steiner,2,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Alicia Thomber,4,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,David So,5,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Eric Gruber,3,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Julian Isla,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Molly Clark,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.8%,Spencer Low,1,NaN
"$2,000",Customer Care Campaign,"$2,500",4.0%,Anne Weiler,4,NaN
"$2,000",Customer Care Campaign,"$2,500",4.0%,Renee Lo,2,NaN
"$2,000",Customer Care Campaign,"$2,500",4.0%,Alan Steiner,2,NaN
"$2,000",Customer Care Campaign,"$2,500",6.2%,Greg Winston,1,NaN
"$2,000",Customer Care Campaign,"$2,500",6.3%,David So,1,NaN
"$2,000",Customer Care Campaign,"$2,500",6.3%,Eric Gruber,1,NaN
"$2,000",Customer Care Campaign,"$2,500",2.7%,Greg Winston,1,NaN
"$2,000",Customer Care Campaign,"$2,500",2.8%,David So,1,NaN
"$2,000",Customer Care Campaign,"$2,500",2.8%,Jeff Hay,1,NaN
"$2,000",Customer Care Campaign,"$2,500",3.0%,Anne Weiler,2,NaN
"$2,000",Customer Care Campaign,"$2,500",8.8%,Molly Clark,1,NaN
"$2,000",Customer Care Campaign,"$2,500",8.8%,Spencer Low,1,NaN
"$2,000",Customer Care Campaign,"$2,500",2.6%,Anne Weiler,1,NaN
"$2,100",(Blank),"$2,625",3.2%,Anne Weiler,2,NaN
"$2,100",(Blank),"$2,625",3.2%,Sanjay Shah,1,NaN
"$2,100",(Blank),"$2,625",3.2%,Greg Winston,3,NaN
"$2,100",(Blank),"$2,625",3.2%,Renee Lo,1,NaN
"$2,100",(Blank),"$2,625",3.3%,Alan Steiner,3,NaN
"$2,100",(Blank),"$2,625",3.3%,Alicia Thomber,3,NaN
"$2,100",(Blank),"$2,625",3.3%,David So,2,NaN
"$2,100",(Blank),"$2,625",3.3%,Eric Gruber,2,NaN
"$2,100",(Blank),"$2,625",3.3%,Jeff Hay,3,NaN
"$2,100",(Blank),"$2,625",3.3%,Molly Clark,3,NaN
"$2,100",(Blank),"$2,625",3.3%,Spencer Low,3,NaN
"$2,100",(Blank),"$2,625",3.5%,Anne Weiler,2,NaN
"$2,100",(Blank),"$2,625",3.5%,Alan Steiner,4,NaN
"$2,100",(Blank),"$2,625",0.2%,Greg Winston,6,NaN
"$2,100",(Blank),"$2,625",0.2%,Renee Lo,1,NaN
"$2,100",(Blank),"$2,625",0.3%,Alan Steiner,2,NaN
"$2,100",(Blank),"$2,625",0.3%,Alicia Thomber,4,NaN
"$2,100",(Blank),"$2,625",0.3%,David So,7,NaN
"$2,100",(Blank),"$2,625",0.3%,Eric Gruber,1,NaN
"$2,100",(Blank),"$2,625",0.3%,Molly Clark,8,NaN
"$2,100",(Blank),"$2,625",0.5%,Anne Weiler,4,NaN
"$2,100",(Blank),"$2,625",0.5%,Alan Steiner,1,NaN
"$2,100",(Blank),"$2,625",3.7%,Sanjay Shah,2,NaN
"$2,100",(Blank),"$2,625",3.7%,Greg Winston,4,NaN
"$2,100",(Blank),"$2,625",3.7%,Renee Lo,1,NaN
"$2,100",(Blank),"$2,625",3.8%,Alicia Thomber,6,NaN
"$2,100",(Blank),"$2,625",3.8%,David So,8,NaN
"$2,100",(Blank),"$2,625",3.8%,Eric Gruber,5,NaN
"$2,100",(Blank),"$2,625",3.8%,Jeff Hay,1,NaN
"$2,100",(Blank),"$2,625",3.8%,Julian Isla,3,NaN
"$2,100",(Blank),"$2,625",3.8%,Molly Clark,9,NaN
"$2,100",(Blank),"$2,625",3.8%,Spencer Low,2,NaN
"$2,100",(Blank),"$2,625",4.0%,Anne Weiler,3,NaN
"$2,100",(Blank),"$2,625",4.0%,Renee Lo,4,NaN
"$2,100",(Blank),"$2,625",4.0%,Alan Steiner,1,NaN
"$2,100",(Blank),"$2,625",3.6%,Sanjay Shah,2,NaN
"$2,100",(Blank),"$2,625",6.1%,Sanjay Shah,1,NaN
"$2,100",(Blank),"$2,625",6.2%,Greg Winston,6,NaN
"$2,100",(Blank),"$2,625",6.3%,Alan Steiner,1,NaN
"$2,100",(Blank),"$2,625",6.3%,Alicia Thomber,4,NaN
"$2,100",(Blank),"$2,625",6.3%,David So,2,NaN
"$2,100",(Blank),"$2,625",6.3%,Eric Gruber,1,NaN
"$2,100",(Blank),"$2,625",6.3%,Julian Isla,2,NaN
"$2,100",(Blank),"$2,625",6.3%,Molly Clark,3,NaN
"$2,100",(Blank),"$2,625",6.5%,Anne Weiler,5,NaN
"$2,100",(Blank),"$2,625",1.1%,Sanjay Shah,1,NaN
"$2,100",(Blank),"$2,625",1.2%,Anne Weiler,3,NaN
"$2,100",(Blank),"$2,625",1.2%,Sanjay Shah,1,NaN
"$2,100",(Blank),"$2,625",1.2%,Greg Winston,10,NaN
"$2,100",(Blank),"$2,625",1.2%,Renee Lo,3,NaN
"$2,100",(Blank),"$2,625",1.3%,Alan Steiner,4,NaN
"$2,100",(Blank),"$2,625",1.3%,Alicia Thomber,8,NaN
"$2,100",(Blank),"$2,625",1.3%,David So,10,NaN
"$2,100",(Blank),"$2,625",1.3%,Eric Gruber,7,NaN
"$2,100",(Blank),"$2,625",1.3%,Jeff Hay,1,NaN
"$2,100",(Blank),"$2,625",1.3%,Molly Clark,13,NaN
"$2,100",(Blank),"$2,625",1.3%,Spencer Low,9,NaN
"$2,100",(Blank),"$2,625",1.5%,Anne Weiler,5,NaN
"$2,100",(Blank),"$2,625",1.5%,Renee Lo,1,NaN
"$2,100",(Blank),"$2,625",1.5%,Alan Steiner,5,NaN
"$2,100",Consumer Tradeshow,"$2,625",5.3%,Eric Gruber,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",5.3%,Molly Clark,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",5.2%,Greg Winston,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",7.7%,Greg Winston,2,NaN
"$2,100",Consumer Tradeshow,"$2,625",7.8%,David So,2,NaN
"$2,100",Consumer Tradeshow,"$2,625",7.8%,Molly Clark,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",4.8%,Alicia Thomber,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",4.8%,David So,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",2.7%,Greg Winston,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",4.7%,Anne Weiler,1,NaN
"$2,100",Consumer Tradeshow,"$2,625",4.7%,Sanjay Shah,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.7%,Anne Weiler,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.7%,Greg Winston,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Alan Steiner,2,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Alicia Thomber,2,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,David So,6,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Eric Gruber,5,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Jeff Hay,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Julian Isla,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Molly Clark,5,NaN
"$2,100",Customer Care Campaign,"$2,625",3.8%,Spencer Low,1,NaN
"$2,100",Customer Care Campaign,"$2,625",4.0%,Anne Weiler,2,NaN
"$2,100",Customer Care Campaign,"$2,625",4.0%,Renee Lo,1,NaN
"$2,100",Customer Care Campaign,"$2,625",6.3%,Alicia Thomber,1,NaN
"$2,100",Customer Care Campaign,"$2,625",6.3%,Eric Gruber,1,NaN
"$2,100",Customer Care Campaign,"$2,625",6.3%,Jeff Hay,1,NaN
"$2,100",Customer Care Campaign,"$2,625",6.3%,Julian Isla,1,NaN
"$2,100",Customer Care Campaign,"$2,625",6.5%,Anne Weiler,1,NaN
"$2,100",Customer Care Campaign,"$2,625",2.7%,Sanjay Shah,1,NaN
"$2,100",Customer Care Campaign,"$2,625",2.7%,Renee Lo,1,NaN
"$2,100",Customer Care Campaign,"$2,625",2.8%,David So,1,NaN
"$2,100",Customer Care Campaign,"$2,625",2.8%,Eric Gruber,1,NaN
"$2,100",Customer Care Campaign,"$2,625",2.8%,Molly Clark,2,NaN
"$2,100",Customer Care Campaign,"$2,625",3.0%,Anne Weiler,1,NaN
"$2,100",Customer Care Campaign,"$2,625",3.0%,Alan Steiner,1,NaN
"$2,200",(Blank),"$2,750",3.2%,Anne Weiler,2,NaN
"$2,200",(Blank),"$2,750",3.2%,Sanjay Shah,1,NaN
"$2,200",(Blank),"$2,750",3.2%,Greg Winston,6,NaN
"$2,200",(Blank),"$2,750",3.2%,Renee Lo,1,NaN
"$2,200",(Blank),"$2,750",3.3%,Alan Steiner,1,NaN
"$2,200",(Blank),"$2,750",3.3%,Alicia Thomber,2,NaN
"$2,200",(Blank),"$2,750",3.3%,David So,5,NaN
"$2,200",(Blank),"$2,750",3.3%,Eric Gruber,1,NaN
"$2,200",(Blank),"$2,750",3.3%,Jeff Hay,1,NaN
"$2,200",(Blank),"$2,750",3.3%,Julian Isla,3,NaN
"$2,200",(Blank),"$2,750",3.3%,Molly Clark,8,NaN
"$2,200",(Blank),"$2,750",3.3%,Spencer Low,6,NaN
"$2,200",(Blank),"$2,750",3.5%,Anne Weiler,5,NaN
"$2,200",(Blank),"$2,750",3.5%,Alan Steiner,2,NaN
"$2,200",(Blank),"$2,750",0.2%,Anne Weiler,3,NaN
"$2,200",(Blank),"$2,750",0.2%,Sanjay Shah,1,NaN
"$2,200",(Blank),"$2,750",0.2%,Greg Winston,1,NaN
"$2,200",(Blank),"$2,750",0.3%,Alan Steiner,2,NaN
"$2,200",(Blank),"$2,750",0.3%,Alicia Thomber,3,NaN
"$2,200",(Blank),"$2,750",0.3%,David So,2,NaN
"$2,200",(Blank),"$2,750",0.3%,Eric Gruber,2,NaN
"$2,200",(Blank),"$2,750",0.3%,Jeff Hay,1,NaN
"$2,200",(Blank),"$2,750",0.3%,Julian Isla,3,NaN
